sentiment,text,translated
neutral,"Koleksi kosmetiknya meliputi eye shadow, bedak wajah, lip gloss, maskara dan aksesoris.",True
neutral,"Smartphone E7 akan tersedia dengan harga Rs35.000 per handset di seluruh India,'' kata wakil presiden & direktur pelaksana Nokia India D Shivakumar kepada wartawan.",True
neutral,"Pembicaraan majikan-karyawan melibatkan sekitar 500 orang, yaitu seluruh staf di Finlandia.",True
neutral,Latihan ini berasal dari Finlandia pada awal tahun 1930-an sebagai metode pelatihan bagi pemain ski lintas alam.,True
neutral,Tahap pertama dari kompleks logistik ini mencakup penyelesaian sekitar 70.000 meter persegi tempat logistik dan bangunan pos jaga pada bulan November 2008.,True
neutral,Luas kotor delapan rumah akan menjadi 12.167 m2.,True
neutral,Luas kotor proyek Innova 2 akan mencapai sekitar 10.000 meter persegi (107.600 kaki persegi).,True
neutral,Peristiwa itu terjadi pada pukul 14.30. di Avenue 192 di Jalan 196.,True
neutral,Laporan interim triwulan pertama diterbitkan pada tanggal 8 Mei 2009 .,True
negative,"Restrukturisasi terbesar direncanakan di Italia, di mana negosiasi mengenai PHK sekitar 40 orang akan dimulai hari ini, kata perusahaan itu.",True
neutral,Pembicaraan PHK pertama kali diumumkan pada bulan Agustus.,True
neutral,Mesin tersebut akan menghentikan produksinya pada akhir Februari 2007 .,True
negative,Langkah-langkah ini diakibatkan oleh lemahnya permintaan di industri pembuatan kapal.,True
neutral,Kebutuhan bahan baku pabrik akan bertambah sebanyak 100.000 m3 kayu.,True
neutral,"Negosiasi tersebut menyangkut personel Cencorp Corporation dan Singulase Oy secara keseluruhan di Finlandia dan Swedia, kata perusahaan itu.",True
neutral,Negosiasi ini akan menyangkut departemen pabrik yang memproduksi mesin keliling yang mempekerjakan 10 orang.,True
neutral,"Blok apartemen baru ini akan dibangun sangat dekat dengan pusat kota, jelas Ketua Dewan AS YIT Ehitus Priit Sauk.",True
neutral,"Pabrik tersebut akan dibakar dengan kombinasi kulit pohon cemara, sisa penebangan kayu yang terkelupas, atau gambut yang digiling.",True
negative,Produksi tersebut akan dilikuidasi sebelum Juni 2009 dan 325 karyawan kehilangan pekerjaan.,True
neutral,"Proyek ini akan menjadi pembangkit listrik tenaga batu bara berkapasitas 2 x 600 MW yang terletak sekitar 420 km di selatan Hanoi, kata perusahaan itu.",True
negative,Jaksa juga menuntut Outokumpu membayar denda paling banyak EUR 800.000.,True
negative,"Produksi pulp di Kemij+Ã¯Â¿Â½rvi, Finlandia, juga akan dilikuidasi dan sekitar 1.100 karyawan kehilangan pekerjaan.",True
neutral,Sirkuit penghancur yang didesain ulang telah beroperasi sejak awal bulan September dan tingkat produksi keseluruhan setiap minggunya melebihi rata-rata 40.000 ton per hari.,True
neutral,Pengunduran diri ini akan segera berlaku.,True
neutral,"Skema TeliaSonera dan Altimo pada dasarnya sama, hanya saja skema ini melibatkan penggabungan saham mereka di VimpelCom dan Kyivstar.",True
neutral,Masa pemesanan saham opsi C akan dimulai pada tanggal 1 September 2008 dan berakhir pada tanggal 31 Maret 2011 .,True
neutral,Masa berlangganan saham akan berakhir pada tanggal 30 September 2007 .,True
neutral,Masa berlangganan skema waran Amer Sports 2002 akan berakhir pada tanggal 31 Desember 2007 .,True
neutral,Syarat dan ketentuan Skema Opsi Saham 2004 tersedia di situs web Grup.,True
neutral,Transaksi tersebut juga mencakup pengalihan perjanjian sewa mengenai tempat produksi dan perjanjian kerja yang berkaitan dengan operasi tersebut.,True
neutral,"Perusahaan utilitas juga akan menyediakan layanan yang berkaitan dengan manajemen listrik, seperti perdagangan lindung nilai dan manajemen risiko serta pelaporan.",True
negative,Mereka juga kecewa karena sebagian mesin dan pekerjaan diambil alih ke Polandia.,True
negative,Kebijakan ini akan mencakup seluruh unit dan karyawan Industri Kehutanan di Finlandia dan mencakup PHK sementara dan permanen.,True
negative,Ini adalah berita buruk untuk musim barbeque.,True
neutral,Hal ini disebabkan tertundanya pengambilan keputusan proyek pada tahap negosiasi dari perkiraan sebelumnya.,True
negative,"Tornio Works mempekerjakan 2.300 orang di antaranya, lebih dari 1.800 orang termasuk dalam lingkup PHK sementara jangka waktu tetap atau paruh waktu pada periode April-Oktober.",True
neutral,Kami menyesuaikan diri dengan situasi saat ini dengan mengurangi kapasitas dan biaya tanpa membahayakan strategi Asia kami dalam jangka panjang.,True
neutral,"Saat melaju, putaran mesin turun karena output mesin yang dibutuhkan lebih sedikit.",True
negative,"Ketika pengguna web mengklik link yang terdapat dalam email, ia menemukan dirinya berada di situs palsu yang meniru situs banknya, dan yang mengambil data perbankan pribadinya.",True
negative,Viking Line telah membatalkan beberapa layanan.,True
neutral,"MD lama Z. Bavelloni, Dino Bavelloni, telah pensiun pada akhir tahun 2005.",True
neutral,"`` Saya mencoba menangani perbudakan dari sudut pandang berbeda untuk menyeimbangkan ceritanya,'' kata DeRamus, mantan penulis di Detroit Free Press dan Detroit News.",True
positive,"`` Neste Oil telah menanggapi tantangan yang ditimbulkan oleh target Uni Eropa mengenai biofuel yang menyumbang 5,8% dari penggunaan bahan bakar lalu lintas di UE pada tahun 2010 dengan mengembangkan teknologi NExBTL untuk memproduksi bahan bakar diesel dari energi terbarukan,'' kata federasi tersebut.",True
neutral,"`` Segera setelah itu, tabrakan dimulai. ''",True
neutral,"`` Tantangan terbesarnya adalah membuat potongan tersebut terlihat mentah,'' kata Hansen.",True
neutral,`` Sisa rekaman Jimmy Kimmel Live minggu ini telah dibatalkan sampai dia kembali berdiri.,True
negative,"`` Ada isu mengenai pencuri yang mencurinya dari lokasi bangunan,'' kata Mr Smith.",True
neutral,`` Kami memiliki perjanjian lisensi dengan Nokia Corp. yang sebagian akan berakhir pada tanggal 9 April 2007.,True
negative,"30 November 2009 - Pembuat perabot kantor dari Finlandia, Martela Oyj HEL: MARAS hari ini mengatakan bahwa mereka akan memberhentikan tiga orang dan sembilan orang lainnya akan diberhentikan secara permanen dari staf kantor perusahaan dan pekerja pabrik.",True
neutral,4 Januari 2011 - Perusahaan media Finlandia Alma Media Corporation HEL: ALN1V mengatakan hari ini layanan rekrutmen online Monster Oy akan bermitra dengan penerbit surat kabar lokal Suomen Lehtiyhtyma dalam mencantumkan iklan pekerjaan.,True
neutral,Perjanjian tahun 2001 berakhir awal bulan ini.,True
neutral,"Beberapa bulan yang lalu, wakil ketua Teva Phillip Frost dan Marathon Venture Capital Fund TASE: MARA menjual saham Protalix.",True
negative,"Setelah Chuck Smith diberhentikan pada tanggal 30 Mei dari pekerjaannya sebagai konsultan perumahan senilai $90.000, dia dan istrinya harus memotong setengah pengeluaran untuk keluarga mereka yang beranggotakan enam orang, karena harus bergantung pada pendapatan istrinya -- hampir sama dengan pendapatannya - - sendiri .",True
neutral,"Setelah pemisahan, perseroan akan memiliki 26.885.540 saham Seri A dan 9.540.000 saham Seri K.",True
neutral,"Setelah transaksi tersebut, kepemilikan Herttaassa di Alma Media telah jatuh di bawah batas lesu sebesar 5%.",True
neutral,"Dan kabarnya Ogden akan mengeluarkan $4,2 juta.",True
neutral,"Pada 15:37. Waktu bagian Timur, satu blok berisi 2.400 kontrak berpindah tangan dengan harga penawaran $0,45.",True
negative,"Pabrik bir Belarus OAO Lidskoe Pivo, yang berbasis di Wilayah Grodno, melaporkan penurunan produksi sebesar 1,1% menjadi 1,045 juta dekaliter pada Januari-Maret 2010, kata seorang perwakilan di bagian administrasi perusahaan.",True
neutral,"Boomeranger Boats Oy mengkhususkan diri dalam pembuatan dan desain kapal, memproduksi dan menjual RIB Perahu Karet Kaku yang disesuaikan terutama untuk pasar Laut Baltik.",True
neutral,"Manajer Cramo, Jarmo Laasanen, mengatakan perekrutan peralatan dan mesin di Lituania berbeda dari negara-negara Baltik lainnya karena di Lituania masih banyak bangunan umum seperti jalan raya, jembatan, bandara dan pertokoan yang sedang dibangun.",True
neutral,Saat ini biaya tambahan yang diterapkan setiap triwulan berbeda secara signifikan dari harga pasar sebenarnya.,True
neutral,Filmiteollisuus Fine Ab akan dialihkan ke Talentum Oyj dalam bentuk anak perusahaan.,True
neutral,"Bank Finlandia, Alandsbanken, Senin mengatakan pihaknya akan membeli operasi Kaupthing Bank Islandia yang bermasalah di Swedia seharga 414 juta kronor $49,5 juta tunai.",True
neutral,Fortum juga memiliki saham pemblokiran di Northwestern TGK-1.,True
neutral,"Namun, dia menemukannya lagi, setelah pengemudinya terlibat dalam kecelakaan dua mobil.",True
neutral,"HELSINKI AFX-Salcomp, produsen charger ponsel, mengatakan pihaknya telah menunjuk Markku Hangasjarvi sebagai CEO barunya, menyusul pengunduran diri Mats Eriksson.",True
neutral,"HK Ruokatalo banyak memproduksi produk kalkun, seperti potongan daging dingin.",True
neutral,"Namun, peringkat broker terhadap saham tersebut berbeda-beda.",True
negative,"Namun, tersangka mencuri mobil Nissan Altima berwarna merah anggur miliknya.",True
negative,"Dalam penasehatan media, NTSB mengatakan bahwa setelah pengujian berikutnya, `` sistem deteksi kereta api kadang-kadang gagal. ''",True
negative,"Di Finlandia, badai salju merobohkan pohon-pohon yang menghalangi aliran listrik, memutus aliran listrik bagi sekitar 2.000 rumah tangga.",True
neutral,"Pada musim semi 2006, sejumlah 386.530 Opsi Saham 2002 B dibatalkan.",True
neutral,"Pemasok sistem informasi Sentera -- naik 24,51 persen -- merupakan saham berikutnya yang paling banyak diperdagangkan setelah SysOpen Digia , sebuah rumah perangkat lunak , mengakuisisi 77,4 persen perusahaan pagi ini dengan harga hanya di bawah 33 juta euro .",True
neutral,Sangat sulit untuk menjadi mitra saluran Google Analytics.,True
neutral,"Juhani J+Ã¯Â¿Â½rvi, Wakil Presiden Eksekutif Perusahaan Kesko, mengatakan sektor ritel makanan Rusia terfragmentasi.",True
negative,PHK juga akan terjadi di pabrik Suomussalmi dan Kuhmo pada musim gugur ini sebagai hasil dari negosiasi penentuan kode yang diadakan di sana.,True
negative,Metso memperkirakan kebutuhan pengurangan personel berjumlah 25 orang.,True
negative,Sebagian besar PHK akan terjadi di Finlandia.,True
negative,"Sebagian besar PHK permanen terjadi di sektor kayu lapis dan kayu gergajian pada operasi perusahaan Finlandia di beberapa pabrik dalam negeri, dimana awal tahun ini perusahaan tersebut memberhentikan sementara sekitar 1.200 pekerja untuk menghemat biaya.",True
neutral,"Motorola, pembuat telepon seluler terbesar kedua di dunia, meluncurkan telepon barunya pada hari Selasa dalam upaya untuk menghidupkan kembali bisnis telepon selulernya yang sedang lesu.",True
neutral,Mursula mengatakan mereka mencoba mengumpulkan perspektif makro-ekonomi untuk melihat bagaimana kinerja Malaysia.,True
neutral,Niklas Skogster telah dipekerjakan oleh Grup ABB di berbagai posisi terkait pengembangan operasi.,True
negative,"Perusahaan kertas berada di wilayah negatif, dengan Stora Enso R turun 1,62 persen menjadi 12,73 euro, UPM-Kymmene turun 0,80 persen pada 18,64 euro dan M-real B turun 0,18 persen menjadi 5,57 euro.",True
neutral,Rautaruukki bertujuan untuk mencari pekerjaan dari lokasi grup lainnya bagi mereka yang diberhentikan.,True
neutral,PHK sementara di unit-unit ini sudah dimulai.,True
neutral,Birnya sedikit berbeda dari bir biasa.,True
neutral,"Perusahaan mengoperasikan divisi AS di Lisle, Il. .",True
neutral,Perusahaan mengatakan sulit memperkirakan situasi pasar sepanjang tahun 2009 .,True
neutral,"Kontrak tersebut juga mencakup pemotongan dan tepian bagian gerobak di pusat layanan baja Ruukki di Seinajoki dan Raahe, yang kemudian akan dikirim ke VR untuk pengelasan dan perakitan.",True
negative,Instrumen tingkat referensi yang ada saat ini sulit dioperasikan karena harganya yang mahal dan kompleksitasnya untuk penggunaan rutin.,True
neutral,"Kesepakatan itu mencakup penjualan Stockmann Auto Oy Ab dan layanan purna jual mengenai Volkswagen dan Audi di Helsinki, Espoo dan Vantaa.",True
neutral,Perbedaan ini dapat dijelaskan oleh fakta bahwa dua perusahaan pelayaran telah berhenti beroperasi di Teluk Finlandia.,True
negative,Namun dolar melemah terhadap pound dan yen.,True
neutral,Mesin kapal berbahan bakar ganda dapat beroperasi dengan bahan bakar gas alam cair (LNG) dengan emisi rendah.,True
neutral,Pasar negara berkembang yang dipilih Raisio sejauh ini ditandai dengan konsumsi pangan per kapita yang relatif rendah.,True
neutral,"Pengusaha, bersama dengan petugas kesehatan, mendukung berhenti merokok dan membayar sebagian biaya perawatan nikotin.",True
neutral,"Peralatan tersebut ditujukan ke terminal Logistik Bollore Afrika Societe d'Exploitation du Terminal de Vridi SETV di Abidjan, Pantai Gading dan pengiriman dijadwalkan akan dimulai pada bulan Maret 2010.",True
neutral,Sidang pembuktian di Penyidikan dijadwalkan pada 21 April - 1 Mei 2008 .,True
neutral,"Perusahaan makanan Finlandia Atria akan mengakuisisi dua perusahaan pengolahan daging Estonia, Woro Kommerts dan Vastse-Kuuste Lihatoostus, lapor situs resmi www.investinestonia.com.",True
neutral,"Luas lantai proyek Yliopistonrinne akan mencapai 7.900 meter persegi dan luas kotor bangunan akan berjumlah 12.800 meter persegi. Sebanyak 25,1 % fasilitas telah disewakan .",True
neutral,"Luas lantai proyek Yliopistonrinne akan menjadi 7.900 meter persegi (85.030 kaki persegi) dan luas kotor bangunan akan berjumlah 12.800 meter persegi. Sebanyak 25,1 % fasilitas telah disewakan .",True
neutral,Langkah-langkah ini merupakan hasil dari perundingan bersama dengan para karyawan yang dimulai pada bulan Februari dan menyangkut seluruh operasi di negara tersebut.,True
neutral,"NTSB mengatakan para penyelidik akan melakukan tes jarak pandang pada 18 Juli, menggunakan kereta yang serupa dengan yang digunakan dalam kecelakaan itu.",True
negative,Jumlah pegawai bergaji dan pegawai administrasi kelompok yang akan diberhentikan dari unit Sievi adalah 17 orang.,True
neutral,"Proyek minyak pinus terkait dengan peningkatan pabrik pemulihan bahan kimia UPM di pabrik pulpnya di Kymi, Finlandia selatan.",True
neutral,"Rangkaian produknya meliputi buah zaitun yang diasinkan, potongan daging dingin, dan pate, misalnya.",True
neutral,Negosiasi undang-undang di kantor pusat merupakan bagian dari penurunan ini.,True
neutral,"Pembicaraan tersebut melibatkan sekitar 160 orang di Finlandia dan perkiraan awal adalah sekitar 35 orang yang diberhentikan, kata Fiskars.",True
neutral,Syarat dan ketentuan skema opsi saham tahun 2003 diumumkan dalam rilis bursa pada tanggal 31 Maret 2003 .,True
negative,Jumlah SPBU akhir-akhir ini mengalami penurunan.,True
neutral,Pembatasan ini tidak berlaku untuk dividen menurut undang-undang.,True
neutral,"Tindakan ini menyusul negosiasi personel mengenai Elcoteq SE, Cabang Finlandia, Elcoteq Finland Oy dan Elcoteq Design Center Oy.",True
neutral,"Luar biasa, perusahaan pembuatnya - Fiskars Corporation - dibentuk pada tahun 1649 ketika seorang pedagang Belanda bernama Peter Thorwoste diberi piagam untuk mendirikan operasi tanur sembur dan penempaan di desa kecil Fiskars di Finlandia.",True
negative,"Kami juga telah memangkas proyeksi harga untuk kertas dan kemasan,'' kata seorang analis di Goldman Sachs dalam sebuah catatan pada hari Senin.",True
neutral,Mengapa memasang menara telepon seluler yang mahal di daerah berpenduduk sedikit jika beberapa balon saja sudah cukup?,True
neutral,"Viking Line juga terpaksa mengubah jadwalnya sehingga feri yang berangkat dari Stockholm ke Helsinki, Finlandia, hanya berangkat pada malam hari.",True
neutral,Yakima menciptakan posisi untuknya setelah bangkit dari krisis ekonomi.,True
neutral,"zip,'' para ahli memperingatkan pada hari Selasa.",True
negative,"Kelompok industri Finlandia, Ruukki Group, telah mengajukan tindakan balasan terhadap perusahaan logam Finlandia Rautaruukki dalam perselisihan mengenai nama perusahaan tersebut.",True
neutral,"Yang ini pernah ditargetkan untuk tanggal 5 Juni, tapi jika kita harus menebak, itu telah diundur -- mungkin kita gila, tapi kami merasa bocorannya belum cukup untuk mencapai tanggal tersebut pada saat ini. .",True
negative,Dinas Penjaga Perbatasan telah melarang tambatan kapal feri pengangkut mobil perusahaan pada perjalanan uji coba di terminal gerbong di pelabuhan Rusia karena pos pemeriksaan perbatasan belum siap.,True
negative,`` Ketidakpastian tersebut mengaburkan prospek jangka panjang. '',True
negative,"20 Oktober 2010 - Perusahaan pengelolaan lingkungan Finlandia Lassila & Tikanoja Oyj HEL: LAT1V, atau L&T, mengatakan pada hari Senin bahwa pihaknya memperkirakan laba operasionalnya, tidak termasuk item yang tidak berulang, untuk keseluruhan tahun 2010 akan sedikit lebih rendah dibandingkan tahun 2009.",True
negative,"Menurut direktur pelaksana jaringan pompa bensin Finlandia St1, Kim Wiio, perusahaan tersebut terpaksa melakukan pembelian dengan harga yang meningkat pada paruh pertama tahun 2008, dan sekarang harga konsumen turun hampir setiap hari karena persaingan.",True
negative,"Menurut daftar bisnis Latvia, Uponor Latvia ditutup dengan warna merah dengan LVL 99,000 EUR 139,538.17 USD 194,556.48 pada omset LVL 2.346 juta untuk tahun 2009.",True
negative,"Dolce & Gabbana telah meminta Uni Eropa untuk menyatakan merek dagang motif bunga `` Unikko '' milik Marimekko Corporation tidak sah, dalam perselisihan yang terus berlanjut antara kedua perusahaan.",True
negative,"Finnair mengatakan pembatalan penerbangan akan menimbulkan kerugian harian sebesar x20ac 2,5 juta US$ 3 juta.",True
negative,"Penjualan makanan berjumlah EUR 323,5 juta pada bulan Oktober 2009 , turun sebesar 5,5 % dari bulan Oktober 2008 .",True
negative,ADP News - 29 Mei 2009 - Bank of America BofA hari ini menurunkan peringkat perusahaan kertas Swedia-Finlandia Stora Enso Oyj HEL ​​: STERV dan pemain sektor Finlandia UPM-Kymmene Oyj HEL ​​: UPM1V menjadi `` underperf,True
negative,"Laba operasional tidak termasuk item yang tidak berulang berjumlah EUR 5,4 juta dibandingkan dengan EUR 5,5 juta pada periode yang sama tahun 2007.",True
negative,"Raute melaporkan kerugian per saham sebesar EUR0,86 pada paruh pertama tahun 2009, dibandingkan EPS sebesar EUR0,74 pada periode yang sama tahun 2008.",True
negative,Lalu lintas udara Finlandia terhenti sejak saat itu.,True
negative,Peretasan ini sangat keji karena tweet tersebut diaktifkan tanpa diklik - cukup bagi peselancar Web untuk menggerakkan kursor mouse ke tweet tersebut.,True
negative,Langkah ini dipicu lemahnya permintaan peralatan kehutanan dan situasi pasar yang tidak menentu.,True
negative,Situasi kertas cetak majalah berlapis akan terus melemah.,True
negative,Pengadilan tinggi di Finlandia telah mendenda tujuh perusahaan aspal lokal lebih dari singa ($117 juta) karena menjalankan kartel.,True
negative,"Pabrik komponen elektronik Estonia, Elcoteq, kehabisan material karena penutupan lalu lintas udara.",True
negative,"Semua feri mengalami masalah di luar kepulauan Stockholm, yang terdiri dari lebih dari 20.000 pulau.",True
negative,Dan para eksekutif energi AS mengatakan harga baja yang tinggi mengancam eksplorasi energi.,True
negative,"Karena kapasitas dikurangi sebesar 1,4%, faktor keterisian penumpang turun 7,8 poin persentase.",True
negative,"Saat ini, merek dagang Pit-Produkt kurang dikenal di luar Rusia Barat Laut.",True
negative,"Tembaga, timbal dan nikel juga turun... HBOS ( HBOS ) anjlok 20 % menjadi 70,3 pence setelah mengatakan tahun ini+Ã¯Â¿Â½ ??",True
negative,"Permintaan penjualan divisi pada separuhnya tetap `` tidak konsisten '', tambahnya.",True
negative,"Selama pemogokan tersebut, Finnair memperkirakan kerugian bersih antara EUR2 juta hingga EUR2,5 juta per hari.",True
negative,"Laba per saham (EPS) turun menjadi EUR 0,21 dari EUR 0,31.",True
negative,Wakil Ketua Dewan EMSA Juri Lember mengatakan kepada BNS pada hari Rabu bahwa ini adalah pertama kalinya ia mendengar tentang pemogokan tersebut karena pihak Swedia belum memberitahu serikat buruh Estonia.,True
negative,"Faktor muatan penumpang Finnair, yang mengukur jumlah kursi yang terjual sebagai bagian dari seluruh kursi yang tersedia, turun sebesar 1,3 poin persentase menjadi 76,7% pada bulan September.",True
negative,"Frost menjual saham seharga $19 juta pada $6,06-7,12 per saham, dibandingkan dengan harga tertinggi pada hari Jumat di $11,33 dan terendah $10,14.",True
negative,"Hasil operasional setahun penuh pada tahun 2008 adalah 3,6 juta negatif.",True
negative,"Laba bersih Glaston pada kuartal ketiga tahun 2007 turun menjadi 2,4 juta euro ($3,5 juta) dari 3,5 juta euro ($5,1 juta) pada periode yang sama tahun 2006.",True
negative,"Pada Q1 tahun 2009, pendapatan perusahaan sebelum pajak dari operasi yang dilanjutkan, tidak termasuk item yang tidak berulang, berjumlah EUR -0,4 juta, dibandingkan dengan EUR -0,1 juta pada periode yang sama tahun 2008.",True
negative,Kone mengatakan dalam dokumen pengadilan bahwa tindakan serikat pekerja menunda perbaikan lift di gedung pengadilan federal pada 21 Januari dan gedung kantor negara bagian Saltonstall pada 23 Januari.,True
negative,Laba bersih L&T sepanjang tahun 2010 turun menjadi EUR 36 juta dari EUR 45 juta pada tahun 2009 .,True
negative,"Laba operasional Lassila & Tikanoja tidak termasuk item yang tidak berulang dan diperhitungkan untuk kuartal kedua adalah EUR11,3 juta, turun dari EUR13,8 juta pada tahun lalu.",True
negative,Hasil kuartal ketiga tahun lalu terbebani oleh biaya restrukturisasi di AS.,True
negative,"Banyak kapal komersial terjebak di Teluk Bothnia yang sempit, yang esnya lebih tebal, dan di sekitar kepulauan Aaland.",True
negative,"Arus kas bersih dari aktivitas operasi adalah negatif sebesar EUR 3,1 juta, dibandingkan dengan EUR 23,3 juta pada periode yang sama tahun 2009.",True
negative,"Kas bersih dari aktivitas operasi turun sebesar EUR 0,3 juta, dibandingkan dengan EUR 30,9 juta pada tahun 2009.",True
negative,"Penjualan bersih turun 6% tahun-ke-tahun menjadi EUR 11,9 juta.",True
negative,Penjualan bersih telah termakan oleh melemahnya dolar AS.,True
negative,"Bank-bank Nordik telah menghapuskan pinjaman yang cukup besar di Latvia, dengan Swedbank, Nordea, DnB NOR dan SEB melaporkan kerugian gabungan lebih dari $1,35 miliar pada periode 2007 hingga 2010 dengan latar belakang krisis ekonomi yang hampir terjadi di Latvia.",True
neutral,Nordic Walking pertama kali digunakan sebagai metode pelatihan musim panas oleh pemain ski lintas alam.,True
negative,Okmetic memperkirakan penjualan bersihnya pada paruh pertama tahun 2009 akan lebih rendah dibandingkan tahun 2008.,True
negative,"Selain itu, Departemen Perdagangan AS menerbitkan angka belanja konstruksi yang lebih buruk dari perkiraan untuk bulan November.",True
neutral,Kerugian operasional mencapai EUR39 juta termasuk kerugian satu kali dan sebesar EUR27 juta tidak termasuk kerugian satu kali saja.,True
negative,"Laba operasional, tidak termasuk item yang tidak berulang, berjumlah EUR 0,2 juta, turun dari EUR 0,8 juta pada periode yang sama tahun 2006.",True
negative,"Laba operasional, tidak termasuk item yang tidak berulang, berjumlah EUR 1,0 juta, turun dari EUR 1,6 juta.",True
negative,"Laba operasional, tidak termasuk item yang tidak berulang, berjumlah EUR 2,2 juta, turun dari EUR 2,7 juta pada periode yang sama tahun 2008.",True
negative,"Laba operasional tidak termasuk item yang tidak berulang berjumlah EUR 40,6 juta, turun dari EUR 57,3 juta tahun ke tahun.",True
negative,"Laba operasional tidak termasuk item yang tidak berulang adalah EUR 7,8 juta dibandingkan dengan EUR 11,2 juta.",True
negative,Hubungan dengan Pemerintah Kota semakin memburuk karena komentar Ashley yang mengkritik investor dan analis Kota sebagai ``bayi menangis''.,True
negative,"Margin operasi yang dilaporkan adalah negatif 5,9%.",True
negative,Kepala Eksekutif Stora Jouko Karvinen menggambarkan kenaikan tarif Rusia sebagai ancaman terhadap masa depan industri hasil hutan di Finlandia.,True
negative,Saham Swedbank adalah bank-bank Swedia yang paling terpukul akibat krisis keuangan internasional yang sedang berlangsung.,True
negative,"Akuisisi +_landsbanken Sverige pada tahun 2009 membebani kinerja sebesar EUR 3,0 juta.",True
negative,"Dampak mata uang mempunyai dampak negatif sebesar 3,0 persen, atau 20 juta euro ($31,3 juta), terhadap pendapatan.",True
negative,Perusahaan asal Finlandia itu sebelumnya mengatakan hasil operasinya akan lebih rendah dibandingkan titik impas yang dibukukan tahun sebelumnya.,True
negative,Pemerintah maritim mengatakan kapal-kapal tersebut mengabaikan peringatan mengenai kondisi es.,True
negative,"Tawaran tersebut, yang dianggap terlalu rendah oleh dewan direksi Finnlines, berlaku hingga pukul 4 sore besok.",True
negative,"Penjualan periode tersebut turun menjadi EUR 30,6 juta dari EUR 38,3 juta, menurut laporan sementara yang dirilis hari ini.",True
negative,Masalah baru-baru ini membuat NETeller lebih murah.,True
negative,Serikat pekerja mengajukan keluhan mengenai kebijakan penugasan lembur yang diterapkan perusahaan.,True
negative,"Oleh karena itu, kinerja perusahaan pada tahun 2005 akan tetap lebih lemah dibandingkan tahun 2004.",True
negative,"Laba bersih Vaisala pada kuartal ketiga tahun 2007 turun menjadi 3,0 juta euro ($4,3 juta) dari 6,8 juta euro ($9,8 juta) pada periode yang sama tahun 2006.",True
negative,"`` Melemahnya dolar AS dan pound Inggris berdampak pada penjualan dan harga rata-rata dalam euro,'' kata UPM.",True
negative,"`` Implementasi program-program ini telah, dan akan, berdampak negatif pada pendapatan tahun 2006 dan 2007,'' kata Meiklejohn.",True
negative,"`` Kami dapat mengatakan bahwa jumlah transaksi telah menjadi normal pada saat ini, dan oleh karena itu kami memutuskan untuk mendevaluasi apartemen kami yang sekarang dijual,'' tambahnya.",True
negative,"`` Kami mengurangi frekuensi kami ke New York tahun lalu, yang menyebabkan penurunan ini,'' katanya.",True
negative,"`` Kami melihat pasar surat kabar terus ketat, dan target kami adalah menyelesaikan transaksi pada akhir tahun ini. ''",True
negative,Sebuah survei yang dilakukan oleh Taloustutkimus untuk Sampo Life menunjukkan bahwa perusahaan sangat tidak siap menghadapi kehilangan staf kuncinya.,True
negative,"Surat kabar pertanian Maaseudun Tulevaisuus mempunyai 318.000 pembaca, menunjukkan penurunan sebesar 6%.",True
negative,"Pada pukul 14.11 CET, ArcelorMittal telah kehilangan 7.26% menjadi EUR 17.38 di Euronext Paris, memimpin saham-saham blue-chip yang jatuh.",True
negative,"Arus kas dari operasi pada bulan Januari-Desember 2008 adalah negatif sebesar EUR 18,1 juta dibandingkan dengan EUR 39,0 juta pada periode yang sama tahun 2007.",True
negative,"EPS turun menjadi EUR0,2 dari EUR0,3.",True
negative,Operasional kios dan bioskop khususnya terkena dampaknya.,True
negative,"Saham Kone turun 4,1 persen menjadi x20ac 43 US$ 55,77 di Helsinki.",True
negative,"Ramirent mengalami kerugian sebesar 18 juta kroon EUR 1,15 juta tahun lalu; tahun sebelumnya perusahaan berada dalam kerugian 7,3 juta kroon.",True
negative,"Pengembalian modal yang digunakan ROCE adalah negatif 2,3% dibandingkan dengan 11,3% pada tahun 2007.",True
negative,"Target Stora Enso telah dipotong menjadi EUR 4,85 dari EUR 5,55 dan target Holmen -- menjadi SEK 135 dari SEK 150 .",True
negative,Anggota staf yang diberhentikan sekarang akan membawa masalah ini ke pengadilan kecuali masalah tersebut dapat diselesaikan di luar.,True
negative,"Komisi Uni Eropa mengatakan sebelumnya bahwa pihaknya telah mendenda ThyssenKrupp, Otis dari United Technologies Corp, Schindler AG dan Kone Oyj dengan jumlah total sebesar 992,3 juta euro atas dugaan aktivitas kartel di pasar lift selama dua belas tahun yang lalu.",True
negative,"Namun, satu titik gelap yang akan terjadi adalah kinerja perusahaan tersebut di pasar air kemasan Finlandia.",True
negative,"Penjualan periode tersebut turun menjadi EUR30,6 juta dari EUR38,3 juta, menurut laporan sementara yang dirilis hari ini.",True
negative,"YIT mengajukan tuntutan balasan terhadap Neste Oil sebesar EUR25 juta, terutama berdasarkan pekerjaan yang dilakukan berdasarkan kontrak dan biaya tambahan yang timbul karena perpanjangan proyek.",True
positive,"`Prospek stabil mencerminkan posisi pasar Nokia yang kuat di pasar ponsel global, arus kas yang kuat, dan neraca yang sangat konservatif,' kata Raab.",True
